"","LONGITUDE","LATITUDE","FLOOR"
"129",-7642.4459999986,4865016.6878,"2"
"130",-7641.57319999859,4865008.853,"2"
"131",-7640.98050000146,4865006.7856,"2"
"132",-7640.28959999979,4865009.1648,"2"
"133",-7634.93413550779,4865007.51368535,"2"
"134",-7637.84259999916,4865000.6277,"2"
"135",-7639.71539999917,4865007.1604,"2"
"136",-7641.89939999953,4865014.7801,"2"
"137",-7616.68890000135,4864976.0281,"2"
"138",-7622.05460000038,4864976.2942,"2"
"139",-7631.81549999863,4864988.1328,"2"
"140",-7618.76330000162,4864975.4338,"2"
"141",-7601.61620000005,4864980.3489,"2"
"142",-7603.56509999931,4864979.7901,"2"
"143",-7596.20320000127,4864981.9002,"2"
"144",-7609.25039999932,4864978.1607,"2"
"145",-7611.12900000066,4864977.622,"2"
"146",-7587.10229999945,4864986.091,"2"
"147",-7594.73699999973,4864983.9024,"2"
"148",-7594.26410000026,4864982.4561,"2"
"149",-7589.06239999831,4864985.5291,"2"
"150",-7602.09640000015,4864981.793,"2"
"151",-7596.64869999886,4864983.3547,"2"
"152",-7648.53040000051,4864942.8061,"2"
"153",-7616.94619999826,4864980.0132,"2"
"154",-7604.01779999956,4864981.2424,"2"
"155",-7646.2862999998,4864932.3486,"2"
"156",-7650.16560000181,4864937.0569,"2"
"157",-7643.11780000106,4864947.8308,"2"
"158",-7648.53040000051,4864942.8061,"2"
"159",-7644.03489999846,4864930.0668,"2"
"160",-7643.42819999903,4864927.9508,"2"
"161",-7641.32979999855,4864920.6295,"2"
"162",-7641.81239999831,4864922.3139,"2"
"163",-7639.18010000139,4864913.1301,"2"
"164",-7637.00230000168,4864905.5323,"2"
"165",-7639.69099999964,4864914.9128,"2"
"166",-7636.08359999955,4864897.5382,"2"
"167",-7637.55649999902,4864907.4662,"2"
"168",-7638.80799999833,4864907.0441,"2"
"169",-7636.62260000035,4864899.4196,"2"
"170",-7638.27600000054,4864905.1872,"2"
"171",-7640.67920000106,4864913.5322,"2"
"172",-7646.80570000038,4864925.9513,"2"
"173",-7659.93530000001,4864938.7962,"2"
"174",-7656.48750000075,4864938.0895,"2"
"175",-7661.75310000032,4864938.2754,"2"
"176",-7667.35179999843,4864936.6705,"2"
"177",-7669.24780000001,4864936.1268,"2"
"178",-7682.55909999833,4864932.3116,"2"
"179",-7674.97230000049,4864934.4862,"2"
"180",-7676.64359999821,4864934.007,"2"
"181",-7683.85590000078,4864930.3579,"2"
"182",-7689.51339999959,4864928.7361,"2"
"183",-7691.33839999884,4864928.2129,"2"
"184",-7684.29809999838,4864931.813,"2"
"185",-7682.08439999819,4864930.8654,"2"
"186",-7633.46939999983,4864965.3384,"3"
"187",-7675.37170000002,4864932.7897,"2"
"188",-7661.55820000172,4864934.3436,"2"
"189",-7631.89490000159,4864981.9169,"3"
"190",-7628.13450000063,4864977.0212,"3"
"191",-7633.38659999892,4864970.1708,"3"
"192",-7622.32580000162,4864976.6117,"3"
"193",-7635.29940000176,4864966.3435,"3"
"194",-7616.68890000135,4864976.0281,"3"
"195",-7611.12900000066,4864977.622,"3"
"196",-7618.76330000162,4864975.4338,"3"
"197",-7609.25039999932,4864978.1607,"3"
"198",-7596.20320000127,4864981.9002,"3"
"199",-7587.10229999945,4864986.091,"3"
"200",-7594.26410000026,4864982.4561,"3"
"201",-7603.56509999931,4864979.7901,"3"
"202",-7601.61620000005,4864980.3489,"3"
"203",-7596.64869999886,4864983.3547,"3"
"204",-7594.73699999973,4864983.9024,"3"
"205",-7603.15450000018,4864981.4898,"3"
"206",-7589.06239999831,4864985.5291,"3"
"207",-7617.12480000034,4864979.6095,"3"
"208",-7634.47700000182,4864984.0975,"3"
"209",-7637.17799999937,4864993.5206,"3"
"210",-7636.6660999991,4864991.7337,"3"
"211",-7635.04080000147,4864986.0639,"3"
"212",-7639.35000000149,4865001.0981,"3"
"213",-7641.57319999859,4865008.853,"3"
"214",-7640.98050000146,4865006.7856,"3"
"215",-7638.83089999855,4864999.2862,"3"
"216",-7639.71539999917,4865007.1604,"3"
"217",-7641.89939999953,4865014.7801,"3"
"218",-7637.83909999952,4865000.6157,"3"
"219",-7640.28959999979,4865009.1648,"3"
"220",-7642.4459999986,4865016.6878,"3"
"221",-7644.94530000165,4864948.8147,"3"
"222",-7643.13899999857,4864947.852,"3"
"223",-7647.26579999924,4864945.2348,"3"
"224",-7632.03370000049,4864987.6104,"3"
"225",-7650.16560000181,4864937.0569,"3"
"226",-7646.30759999901,4864932.3486,"3"
"227",-7644.03489999846,4864930.0668,"3"
"228",-7643.42819999903,4864927.9508,"3"
"229",-7637.55649999902,4864907.4662,"3"
"230",-7639.69099999964,4864914.9128,"3"
"231",-7641.32979999855,4864920.6295,"3"
"232",-7641.81239999831,4864922.3139,"3"
"233",-7639.18010000139,4864913.1301,"3"
"234",-7636.63800000027,4864899.4731,"3"
"235",-7636.0800999999,4864897.5261,"3"
"236",-7637.00230000168,4864905.5323,"3"
"237",-7638.27600000054,4864905.1872,"3"
"238",-7640.67920000106,4864913.5322,"3"
"239",-7638.80799999833,4864907.0441,"3"
"240",-7646.77580000088,4864926.0546,"3"
"241",-7659.93530000001,4864938.7962,"3"
"242",-7656.76280000061,4864938.0258,"3"
"243",-7667.35179999843,4864936.6705,"3"
"244",-7661.75310000032,4864938.2754,"3"
"245",-7674.97230000049,4864934.4862,"3"
"246",-7669.24780000001,4864936.1268,"3"
"247",-7684.29809999838,4864931.813,"3"
"248",-7689.51339999959,4864928.7361,"3"
"249",-7691.33839999884,4864928.2129,"3"
"250",-7676.64359999821,4864934.007,"3"
"251",-7682.55909999833,4864932.3116,"3"
"252",-7682.08439999819,4864930.8654,"3"
"253",-7683.85590000078,4864930.3579,"3"
"254",-7661.47349999845,4864934.3436,"3"
"255",-7675.40670000017,4864932.7796,"3"
"256",-7656.76280000061,4864938.0258,"3"
"257",-7637.25699999928,4864949.8143,"0"
"258",-7622.05460000038,4864976.2942,"0"
"259",-7636.20569999889,4864967.3302,"0"
"260",-7618.58689999953,4864975.2962,"0"
"261",-7633.72949999943,4864965.3173,"0"
"262",-7628.13450000063,4864977.0212,"0"
"263",-7592.73330000043,4864982.7069,"0"
"264",-7605.41930000111,4864979.0708,"0"
"265",-7607.24760000035,4864978.5467,"0"
"266",-7616.55600000173,4864975.8786,"0"
"267",-7611.05649999902,4864981.8017,"0"
"268",-7589.00149999931,4864985.4959,"0"
"269",-7592.71860000119,4864984.4303,"0"
"270",-7587.04140000045,4864986.0578,"0"
"271",-7611.05649999902,4864981.8017,"0"
"272",-7634.50039999932,4864984.3192,"0"
"273",-7632.14359999821,4864982.2171,"0"
"274",-7615.52769999951,4864982.2821,"0"
"275",-7637.22569999844,4864993.8063,"0"
"276",-7641.03009999916,4865006.8267,"0"
"277",-7636.63300000131,4864991.8306,"0"
"278",-7638.84319999814,4864999.3684,"0"
"279",-7639.41719999909,4865001.2771,"0"
"280",-7641.62460000068,4865008.9015,"0"
"281",-7638.06769999862,4865000.6202,"0"
"282",-7639.07779999822,4865011.764,"0"
"283",-7640.97619999945,4865010.6595,"0"
"284",-7643.20149999857,4864947.9906,"0"
"285",-7645.0887000002,4864948.9595,"0"
"286",-7632.2388000004,4864988.2492,"0"
"287",-7656.63569999859,4864938.026,"0"
"288",-7650.16560000181,4864937.0569,"0"
"289",-7661.73589999974,4864938.3039,"0"
"290",-7669.23350000009,4864936.1548,"0"
"291",-7667.33980000019,4864936.6978,"0"
"292",-7674.95589999855,4864934.5144,"0"
"293",-7676.6270999983,4864934.0356,"0"
"294",-7684.28240000084,4864931.8414,"0"
"295",-7682.5438000001,4864932.3395,"0"
"296",-7685.72349999845,4864929.8903,"0"
"297",-7680.13459999859,4864931.4921,"0"
"298",-7646.33929999918,4864932.2718,"0"
"299",-7643.99379999936,4864930.198,"0"
"300",-7646.33929999918,4864932.2718,"0"
"301",-7675.35249999911,4864932.8629,"0"
"302",-7643.38509999961,4864928.0748,"0"
"303",-7639.64950000122,4864915.0412,"0"
"304",-7641.28579999879,4864920.7506,"0"
"305",-7646.24460000172,4864925.929,"0"
"306",-7637.72890000045,4864903.1834,"0"
"307",-7636.96020000055,4864905.6597,"0"
"308",-7639.1361999996,4864913.2513,"0"
"309",-7640.70399999991,4864913.5625,"0"
"310",-7653.34330144525,4864920.96325149,"2"
"311",-7637.55649999902,4864907.4662,"1"
"312",-7636.2976000011,4864898.2851,"1"
"313",-7638.27600000054,4864905.1872,"1"
"314",-7637.00239999965,4864905.5323,"1"
"315",-7641.81230000034,4864922.3139,"1"
"316",-7639.18010000139,4864913.1301,"1"
"317",-7641.32979999855,4864920.6295,"1"
"318",-7636.34243321791,4864916.82160952,"1"
"319",-7639.69099999964,4864914.9128,"1"
"320",-7644.03489999846,4864930.0668,"1"
"321",-7646.4235999994,4864925.7571,"1"
"322",-7643.42819999903,4864927.9508,"1"
"323",-7643.42819999903,4864927.9508,"1"
"324",-7667.35179999843,4864936.6705,"1"
"325",-7656.55909999833,4864938.029,"1"
"326",-7659.93530000001,4864938.7962,"1"
"327",-7661.75310000032,4864938.2754,"1"
"328",-7646.20639999956,4864932.4318,"1"
"329",-7669.24780000001,4864936.1268,"1"
"330",-7675.40670000017,4864932.7796,"1"
"331",-7676.64359999821,4864934.007,"1"
"332",-7674.97230000049,4864934.4862,"1"
"333",-7683.85590000078,4864930.3579,"1"
"334",-7691.33839999884,4864928.2129,"1"
"335",-7684.29809999838,4864931.813,"1"
"336",-7682.08439999819,4864930.8654,"1"
"337",-7682.55909999833,4864932.3116,"1"
"338",-7633.20560000092,4864965.1088,"1"
"339",-7632.25869999826,4864982.0603,"1"
"340",-7650.16560000181,4864937.0569,"1"
"341",-7633.04149999842,4864971.0121,"1"
"342",-7638.85420000181,4864999.3676,"1"
"343",-7634.47700000182,4864984.0975,"1"
"344",-7637.17799999937,4864993.5206,"1"
"345",-7636.6790000014,4864991.7787,"1"
"346",-7635.04080000147,4864986.0639,"1"
"347",-7640.98050000146,4865006.7856,"1"
"348",-7640.28959999979,4865009.1648,"1"
"349",-7641.57319999859,4865008.853,"1"
"350",-7639.35000000149,4865001.0981,"1"
"351",-7618.76330000162,4864975.4338,"1"
"352",-7616.67009999976,4864979.4992,"1"
"353",-7642.4459999986,4865016.6878,"1"
"354",-7616.68890000135,4864976.0281,"1"
"355",-7641.89939999953,4865014.7801,"1"
"356",-7596.20320000127,4864981.9002,"1"
"357",-7601.61620000005,4864980.3489,"1"
"358",-7611.12900000066,4864977.622,"1"
"359",-7609.25039999932,4864978.1607,"1"
"360",-7635.68039999902,4864966.4493,"2"
"361",-7633.23669999838,4864965.0633,"2"
"362",-7596.64869999886,4864983.3547,"1"
"363",-7594.73699999973,4864983.9024,"1"
"364",-7589.06239999831,4864985.5291,"1"
"365",-7628.13450000063,4864977.0212,"2"
"366",-7633.29250000045,4864970.0588,"2"
"367",-7628.13450000063,4864977.0212,"2"
"368",-7632.15289999917,4864981.8639,"2"
"369",-7639.35000000149,4865001.0981,"2"
"370",-7636.66789999977,4864991.7398,"2"
"371",-7634.47700000182,4864984.0975,"2"
"372",-7638.81430000067,4864999.2282,"2"
"373",-7640.98050000146,4865006.7856,"2"
"374",-7641.89939999953,4865014.7801,"2"
"375",-7641.57319999859,4865008.853,"2"
"376",-7642.4459999986,4865016.6878,"2"
"377",-7641.89939999953,4865014.7801,"2"
"378",-7637.84259999916,4865000.6277,"2"
"379",-7640.28959999979,4865009.1648,"2"
"380",-7639.71539999917,4865007.1604,"2"
"381",-7622.05460000038,4864976.2942,"2"
"382",-7631.81549999863,4864988.1328,"2"
"383",-7616.68890000135,4864976.0281,"2"
"384",-7618.76330000162,4864975.4338,"2"
"385",-7611.12900000066,4864977.622,"2"
"386",-7609.25039999932,4864978.1607,"2"
"387",-7596.20320000127,4864981.9002,"2"
"388",-7601.61620000005,4864980.3489,"2"
"389",-7603.56509999931,4864979.7901,"2"
"390",-7594.26410000026,4864982.4561,"2"
"391",-7589.06239999831,4864985.5291,"2"
"392",-7648.53040000051,4864942.8061,"2"
"393",-7616.94619999826,4864980.0132,"2"
"394",-7594.73699999973,4864983.9024,"2"
"395",-7602.09640000015,4864981.793,"2"
"396",-7604.01779999956,4864981.2424,"2"
"397",-7650.16560000181,4864937.0569,"2"
"398",-7643.11780000106,4864947.8308,"2"
"399",-7648.53040000051,4864942.8061,"2"
"400",-7650.16560000181,4864937.0569,"2"
"401",-7641.32979999855,4864920.6295,"2"
"402",-7644.03489999846,4864930.0668,"2"
"403",-7639.18010000139,4864913.1301,"2"
"404",-7643.42819999903,4864927.9508,"2"
"405",-7639.69099999964,4864914.9128,"2"
"406",-7637.00230000168,4864905.5323,"2"
"407",-7636.62260000035,4864899.4196,"2"
"408",-7640.67920000106,4864913.5322,"2"
"409",-7638.80799999833,4864907.0441,"2"
"410",-7656.48750000075,4864938.0895,"2"
"411",-7667.35179999843,4864936.6705,"2"
"412",-7646.80570000038,4864925.9513,"2"
"413",-7669.24780000001,4864936.1268,"2"
"414",-7661.75310000032,4864938.2754,"2"
"415",-7691.33839999884,4864928.2129,"2"
"416",-7676.64359999821,4864934.007,"2"
"417",-7684.29809999838,4864931.813,"2"
"418",-7674.97230000049,4864934.4862,"2"
"419",-7661.55820000172,4864934.3436,"2"
"420",-7682.08439999819,4864930.8654,"2"
"421",-7683.85590000078,4864930.3579,"2"
"422",-7689.51339999959,4864928.7361,"2"
"423",-7675.37170000002,4864932.7897,"2"
"424",-7635.29940000176,4864966.3435,"3"
"425",-7633.46939999983,4864965.3384,"3"
"426",-7633.38659999892,4864970.1708,"3"
"427",-7628.13450000063,4864977.0212,"3"
"428",-7618.76330000162,4864975.4338,"3"
"429",-7616.68890000135,4864976.0281,"3"
"430",-7611.12900000066,4864977.622,"3"
"431",-7609.25039999932,4864978.1607,"3"
"432",-7622.32580000162,4864976.6117,"3"
"433",-7603.56509999931,4864979.7901,"3"
"434",-7587.10229999945,4864986.091,"3"
"435",-7596.20320000127,4864981.9002,"3"
"436",-7594.26410000026,4864982.4561,"3"
"437",-7594.73699999973,4864983.9024,"3"
"438",-7635.04080000147,4864986.0639,"3"
"439",-7617.12480000034,4864979.6095,"3"
"440",-7589.06239999831,4864985.5291,"3"
"441",-7603.15450000018,4864981.4898,"3"
"442",-7639.35000000149,4865001.0981,"3"
"443",-7636.6660999991,4864991.7337,"3"
"444",-7638.83089999855,4864999.2862,"3"
"445",-7637.17799999937,4864993.5206,"3"
"446",-7639.71539999917,4865007.1604,"3"
"447",-7641.57319999859,4865008.853,"3"
"448",-7641.89939999953,4865014.7801,"3"
"449",-7640.28959999979,4865009.1648,"3"
"450",-7640.98050000146,4865006.7856,"3"
"451",-7637.83909999952,4865000.6157,"3"
"452",-7644.94530000165,4864948.8147,"3"
"453",-7643.13899999857,4864947.852,"3"
"454",-7632.03370000049,4864987.6104,"3"
"455",-7650.16560000181,4864937.0569,"3"
"456",-7646.30759999901,4864932.3486,"3"
"457",-7647.26579999924,4864945.2348,"3"
"458",-7643.42819999903,4864927.9508,"3"
"459",-7644.03489999846,4864930.0668,"3"
"460",-7641.81239999831,4864922.3139,"3"
"461",-7639.18010000139,4864913.1301,"3"
"462",-7641.32979999855,4864920.6295,"3"
"463",-7639.69099999964,4864914.9128,"3"
"464",-7637.00230000168,4864905.5323,"3"
"465",-7637.55649999902,4864907.4662,"3"
"466",-7638.27600000054,4864905.1872,"3"
"467",-7636.63800000027,4864899.4731,"3"
"468",-7636.0800999999,4864897.5261,"3"
"469",-7640.67920000106,4864913.5322,"3"
"470",-7659.93530000001,4864938.7962,"3"
"471",-7646.77580000088,4864926.0546,"3"
"472",-7656.76280000061,4864938.0258,"3"
"473",-7676.64359999821,4864934.007,"3"
"474",-7669.24780000001,4864936.1268,"3"
"475",-7661.75310000032,4864938.2754,"3"
"476",-7674.97230000049,4864934.4862,"3"
"477",-7667.35179999843,4864936.6705,"3"
"478",-7684.29809999838,4864931.813,"3"
"479",-7682.55909999833,4864932.3116,"3"
"480",-7691.33839999884,4864928.2129,"3"
"481",-7689.51339999959,4864928.7361,"3"
"482",-7682.08439999819,4864930.8654,"3"
"483",-7656.76280000061,4864938.0258,"3"
"484",-7661.47349999845,4864934.3436,"3"
"485",-7683.85590000078,4864930.3579,"3"
"486",-7675.40670000017,4864932.7796,"3"
"487",-7637.25699999928,4864949.8143,"0"
"488",-7636.20569999889,4864967.3302,"0"
"489",-7622.05460000038,4864976.2942,"0"
"490",-7633.72949999943,4864965.3173,"0"
"491",-7618.58689999953,4864975.2962,"0"
"492",-7628.13450000063,4864977.0212,"0"
"493",-7589.00149999931,4864985.4959,"0"
"494",-7587.04140000045,4864986.0578,"0"
"495",-7616.55600000173,4864975.8786,"0"
"496",-7592.73330000043,4864982.7069,"0"
"497",-7607.24760000035,4864978.5467,"0"
"498",-7592.71860000119,4864984.4303,"0"
"499",-7615.52769999951,4864982.2821,"0"
"500",-7611.05649999902,4864981.8017,"0"
"501",-7611.05649999902,4864981.8017,"0"
"502",-7639.41719999909,4865001.2771,"0"
"503",-7634.50039999932,4864984.3192,"0"
"504",-7632.14359999821,4864982.2171,"0"
"505",-7638.84319999814,4864999.3684,"0"
"506",-7636.63300000131,4864991.8306,"0"
"507",-7640.97619999945,4865010.6595,"0"
"508",-7641.62460000068,4865008.9015,"0"
"509",-7638.06769999862,4865000.6202,"0"
"510",-7641.03009999916,4865006.8267,"0"
"511",-7639.07779999822,4865011.764,"0"
"512",-7645.0887000002,4864948.9595,"0"
"513",-7632.2388000004,4864988.2492,"0"
"514",-7643.20149999857,4864947.9906,"0"
"515",-7650.16560000181,4864937.0569,"0"
"516",-7667.33980000019,4864936.6978,"0"
"517",-7656.63569999859,4864938.026,"0"
"518",-7661.73589999974,4864938.3039,"0"
"519",-7669.23350000009,4864936.1548,"0"
"520",-7674.95589999855,4864934.5144,"0"
"521",-7684.28240000084,4864931.8414,"0"
"522",-7685.72349999845,4864929.8903,"0"
"523",-7682.5438000001,4864932.3395,"0"
"524",-7676.6270999983,4864934.0356,"0"
"525",-7646.33929999918,4864932.2718,"0"
"526",-7643.99379999936,4864930.198,"0"
"527",-7675.35249999911,4864932.8629,"0"
"528",-7661.89689999819,4864934.6188,"0"
"529",-7680.13459999859,4864931.4921,"0"
"530",-7641.77189999819,4864922.4459,"0"
"531",-7641.28579999879,4864920.7506,"0"
"532",-7646.33929999918,4864932.2718,"0"
"533",-7646.24460000172,4864925.929,"0"
"534",-7643.38509999961,4864928.0748,"0"
"535",-7639.64950000122,4864915.0412,"0"
"536",-7636.96020000055,4864905.6597,"0"
"537",-7639.1361999996,4864913.2513,"0"
"538",-7640.70399999991,4864913.5625,"0"
"539",-7636.2976000011,4864898.2851,"1"
"540",-7653.34330144525,4864920.96325149,"2"
"541",-7638.80799999833,4864907.0441,"1"
"542",-7638.27600000054,4864905.1872,"1"
"543",-7637.72890000045,4864903.1834,"0"
"544",-7639.18010000139,4864913.1301,"1"
"545",-7637.00239999965,4864905.5323,"1"
"546",-7639.69099999964,4864914.9128,"1"
"547",-7637.55649999902,4864907.4662,"1"
"548",-7636.34243321791,4864916.82160952,"1"
"549",-7641.81230000034,4864922.3139,"1"
"550",-7641.32979999855,4864920.6295,"1"
"551",-7644.03489999846,4864930.0668,"1"
"552",-7643.42819999903,4864927.9508,"1"
"553",-7656.55909999833,4864938.029,"1"
"554",-7646.4235999994,4864925.7571,"1"
"555",-7646.20639999956,4864932.4318,"1"
"556",-7659.93530000001,4864938.7962,"1"
"557",-7661.75310000032,4864938.2754,"1"
"558",-7676.64359999821,4864934.007,"1"
"559",-7674.97230000049,4864934.4862,"1"
"560",-7675.40670000017,4864932.7796,"1"
"561",-7669.24780000001,4864936.1268,"1"
"562",-7684.29809999838,4864931.813,"1"
"563",-7682.55909999833,4864932.3116,"1"
"564",-7683.85590000078,4864930.3579,"1"
"565",-7682.08439999819,4864930.8654,"1"
"566",-7689.51339999959,4864928.7361,"1"
"567",-7645.04190000147,4864948.918,"1"
"568",-7650.16560000181,4864937.0569,"1"
"569",-7691.33839999884,4864928.2129,"1"
"570",-7647.62629999965,4864944.4577,"1"
"571",-7632.25869999826,4864982.0603,"1"
"572",-7633.04149999842,4864971.0121,"1"
"573",-7633.20560000092,4864965.1088,"1"
"574",-7643.0923999995,4864947.8138,"1"
"575",-7637.17799999937,4864993.5206,"1"
"576",-7640.98050000146,4865006.7856,"1"
"577",-7639.35000000149,4865001.0981,"1"
"578",-7640.28959999979,4865009.1648,"1"
"579",-7639.71539999917,4865007.1604,"1"
"580",-7642.4459999986,4865016.6878,"1"
"581",-7641.89939999953,4865014.7801,"1"
"582",-7641.57319999859,4865008.853,"1"
"583",-7618.76330000162,4864975.4338,"1"
"584",-7616.68890000135,4864976.0281,"1"
"585",-7616.67009999976,4864979.4992,"1"
"586",-7609.25039999932,4864978.1607,"1"
"587",-7603.56509999931,4864979.7901,"1"
"588",-7611.12900000066,4864977.622,"1"
"589",-7601.61620000005,4864980.3489,"1"
"590",-7603.19240000099,4864981.479,"1"
"591",-7594.73699999973,4864983.9024,"1"
"592",-7596.20320000127,4864981.9002,"1"
"593",-7596.64869999886,4864983.3547,"1"
"594",-7633.23669999838,4864965.0633,"2"
"595",-7594.26410000026,4864982.4561,"1"
"596",-7587.10229999945,4864986.091,"1"
"597",-7589.06239999831,4864985.5291,"1"
"598",-7628.13450000063,4864977.0212,"2"
"599",-7632.15289999917,4864981.8639,"2"
"600",-7633.29250000045,4864970.0588,"2"
"601",-7628.13450000063,4864977.0212,"2"
"602",-7635.68039999902,4864966.4493,"2"
"603",-7635.04080000147,4864986.0639,"2"
"604",-7637.17799999937,4864993.5206,"2"
"605",-7636.66789999977,4864991.7398,"2"
"606",-7634.47700000182,4864984.0975,"2"
"607",-7641.57319999859,4865008.853,"2"
"608",-7639.35000000149,4865001.0981,"2"
