"","LONGITUDE","LATITUDE","FLOOR"
"131",-7337.39479999989,4864763.227,"3"
"132",-7344.21139999852,4864750.94,"3"
"133",-7337.23213905096,4864752.84884035,"3"
"134",-7344.96840000153,4864749.576,"3"
"135",-7339.15388717502,4864749.38469046,"3"
"136",-7344.96840000153,4864749.576,"3"
"137",-7407.37959999964,4864799.6941,"3"
"138",-7408.28842738271,4864803.46471681,"3"
"139",-7408.28842738271,4864803.46471681,"3"
"140",-7347.10830000043,4864748.0456,"3"
"141",-7410.32899999991,4864800.0056,"3"
"142",-7411.25070000067,4864792.7679,"3"
"143",-7413.92139999941,4864785.0334,"3"
"144",-7413.95529999956,4864787.7943,"3"
"145",-7413.15480000153,4864789.2367,"3"
"146",-7405.10090000182,4864789.7755,"3"
"147",-7404.70549999923,4864787.4662,"3"
"148",-7406.06309999898,4864788.2193,"3"
"149",-7398.11080000177,4864785.8973,"3"
"150",-7403.73600000143,4864789.0184,"3"
"151",-7399.10970000178,4864784.3617,"3"
"152",-7396.89609999955,4864785.2235,"3"
"153",-7397.85979999974,4864783.6682,"3"
"154",-7398.55870603025,4864779.87839587,"3"
"155",-7415.16300353035,4864796.08448222,"3"
"156",-7390.64902696759,4864785.97992566,"3"
"157",-7392.35700000077,4864780.6156,"3"
"158",-7391.35909999907,4864782.1517,"3"
"159",-7390.09580000117,4864781.4506,"3"
"160",-7391.08449999988,4864779.9097,"3"
"161",-7385.37280000001,4864776.7407,"3"
"162",-7384.39339999855,4864778.287,"3"
"163",-7395.10070769489,4864777.95992858,"3"
"164",-7384.21130000055,4864776.0964,"3"
"165",-7376.40100000054,4864773.8529,"3"
"166",-7374.29448290542,4864777.89718264,"3"
"167",-7383.26559999958,4864777.6614,"3"
"168",-7369.63230000064,4864770.098,"3"
"169",-7369.41440000013,4864767.8871,"3"
"170",-7377.65129999816,4864772.9413,"3"
"171",-7368.38610000163,4864769.4062,"3"
"172",-7370.61470000073,4864768.5529,"3"
"173",-7363.2282320708,4864760.27746722,"3"
"174",-7363.99610000104,4864764.8808,"3"
"175",-7362.52650000155,4864764.0657,"3"
"176",-7363.03830000013,4864766.4395,"3"
"177",-7361.54069999978,4864765.6086,"3"
"178",-7355.67049999908,4864760.262,"3"
"179",-7354.71990000084,4864761.8244,"3"
"180",-7356.97810000181,4864760.9873,"3"
"181",-7356.0102000013,4864762.5402,"3"
"182",-7349.27959999815,4864758.806,"3"
"183",-7348.89820000157,4864756.556,"3"
"184",-7350.14699999988,4864757.2492,"3"
"185",-7352.93215686083,4864754.56512628,"3"
"186",-7348.01289999858,4864758.1033,"3"
"187",-7331.74799999967,4864767.318,"3"
"188",-7331.40049999952,4864768.4786,"3"
"189",-7336.70039999858,4864764.4788,"3"
"190",-7337.39479999989,4864763.227,"3"
"191",-7340.52459999919,4864757.5859,"3"
"192",-7341.21499999985,4864756.3415,"3"
"193",-7327.49216509238,4864766.66853056,"3"
"194",-7339.15388717502,4864749.38469046,"3"
"195",-7344.96840000153,4864749.576,"3"
"196",-7344.21139999852,4864750.94,"3"
"197",-7337.23213905096,4864752.84884035,"3"
"198",-7344.96840000153,4864749.576,"3"
"199",-7347.10830000043,4864748.0456,"3"
"200",-7407.37959999964,4864799.6941,"3"
"201",-7408.28842738271,4864803.46471681,"3"
"202",-7410.32899999991,4864800.0056,"3"
"203",-7408.28842738271,4864803.46471681,"3"
"204",-7411.25070000067,4864792.7679,"3"
"205",-7413.95529999956,4864787.7943,"3"
"206",-7413.15480000153,4864789.2367,"3"
"207",-7413.92139999941,4864785.0334,"3"
"208",-7403.73600000143,4864789.0184,"3"
"209",-7405.10090000182,4864789.7755,"3"
"210",-7406.06309999898,4864788.2193,"3"
"211",-7404.70549999923,4864787.4662,"3"
"212",-7398.11080000177,4864785.8973,"3"
"213",-7397.85979999974,4864783.6682,"3"
"214",-7399.10970000178,4864784.3617,"3"
"215",-7396.89609999955,4864785.2235,"3"
"216",-7390.64902696759,4864785.97992566,"3"
"217",-7415.16300353035,4864796.08448222,"3"
"218",-7391.35909999907,4864782.1517,"3"
"219",-7398.55870603025,4864779.87839587,"3"
"220",-7392.35700000077,4864780.6156,"3"
"221",-7395.10070769489,4864777.95992858,"3"
"222",-7390.09580000117,4864781.4506,"3"
"223",-7391.08449999988,4864779.9097,"3"
"224",-7383.26559999958,4864777.6614,"3"
"225",-7384.21130000055,4864776.0964,"3"
"226",-7384.39339999855,4864778.287,"3"
"227",-7376.40100000054,4864773.8529,"3"
"228",-7385.37280000001,4864776.7407,"3"
"229",-7370.61470000073,4864768.5529,"3"
"230",-7369.63230000064,4864770.098,"3"
"231",-7374.29448290542,4864777.89718264,"3"
"232",-7377.65129999816,4864772.9413,"3"
"233",-7363.03830000013,4864766.4395,"3"
"234",-7368.38610000163,4864769.4062,"3"
"235",-7362.52650000155,4864764.0657,"3"
"236",-7369.41440000013,4864767.8871,"3"
"237",-7363.99610000104,4864764.8808,"3"
"238",-7356.97810000181,4864760.9873,"3"
"239",-7356.0102000013,4864762.5402,"3"
"240",-7363.2282320708,4864760.27746722,"3"
"241",-7361.54069999978,4864765.6086,"3"
"242",-7352.93215686083,4864754.56512628,"3"
"243",-7349.27959999815,4864758.806,"3"
"244",-7354.71990000084,4864761.8244,"3"
"245",-7350.14699999988,4864757.2492,"3"
"246",-7355.67049999908,4864760.262,"3"
"247",-7348.89820000157,4864756.556,"3"
"248",-7348.01289999858,4864758.1033,"3"
"249",-7331.40049999952,4864768.4786,"3"
"250",-7336.70039999858,4864764.4788,"3"
"251",-7327.49216509238,4864766.66853056,"3"
"252",-7331.74799999967,4864767.318,"3"
"253",-7344.21139999852,4864750.94,"3"
"254",-7337.39479999989,4864763.227,"3"
"255",-7341.21499999985,4864756.3415,"3"
"256",-7340.52459999919,4864757.5859,"3"
"257",-7344.96840000153,4864749.576,"3"
"258",-7339.15388717502,4864749.38469046,"3"
"259",-7347.10830000043,4864748.0456,"3"
"260",-7344.96840000153,4864749.576,"3"
"261",-7337.23213905096,4864752.84884035,"3"
"262",-7408.28842738271,4864803.46471681,"3"
"263",-7407.37959999964,4864799.6941,"3"
"264",-7408.28842738271,4864803.46471681,"3"
"265",-7410.32899999991,4864800.0056,"3"
"266",-7413.95529999956,4864787.7943,"3"
"267",-7413.15480000153,4864789.2367,"3"
"268",-7411.25070000067,4864792.7679,"3"
"269",-7413.92139999941,4864785.0334,"3"
"270",-7405.10090000182,4864789.7755,"3"
"271",-7403.73600000143,4864789.0184,"3"
"272",-7398.11080000177,4864785.8973,"3"
"273",-7404.70549999923,4864787.4662,"3"
"274",-7406.06309999898,4864788.2193,"3"
"275",-7397.85979999974,4864783.6682,"3"
"276",-7415.16300353035,4864796.08448222,"3"
"277",-7399.10970000178,4864784.3617,"3"
"278",-7398.55870603025,4864779.87839587,"3"
"279",-7396.89609999955,4864785.2235,"3"
"280",-7392.35700000077,4864780.6156,"3"
"281",-7391.35909999907,4864782.1517,"3"
"282",-7390.64902696759,4864785.97992566,"3"
"283",-7395.10070769489,4864777.95992858,"3"
"284",-7385.37280000001,4864776.7407,"3"
"285",-7390.09580000117,4864781.4506,"3"
"286",-7391.08449999988,4864779.9097,"3"
"287",-7384.39339999855,4864778.287,"3"
"288",-7383.26559999958,4864777.6614,"3"
"289",-7374.29448290542,4864777.89718264,"3"
"290",-7384.21130000055,4864776.0964,"3"
"291",-7377.65129999816,4864772.9413,"3"
"292",-7376.40100000054,4864773.8529,"3"
"293",-7368.38610000163,4864769.4062,"3"
"294",-7370.61470000073,4864768.5529,"3"
"295",-7369.63230000064,4864770.098,"3"
"296",-7363.99610000104,4864764.8808,"3"
"297",-7369.41440000013,4864767.8871,"3"
"298",-7363.2282320708,4864760.27746722,"3"
"299",-7363.03830000013,4864766.4395,"3"
"300",-7362.52650000155,4864764.0657,"3"
"301",-7361.54069999978,4864765.6086,"3"
"302",-7356.0102000013,4864762.5402,"3"
"303",-7350.14699999988,4864757.2492,"3"
"304",-7356.97810000181,4864760.9873,"3"
"305",-7354.71990000084,4864761.8244,"3"
"306",-7355.67049999908,4864760.262,"3"
"307",-7348.01289999858,4864758.1033,"3"
"308",-7352.93215686083,4864754.56512628,"3"
"309",-7348.89820000157,4864756.556,"3"
"310",-7349.27959999815,4864758.806,"3"
"311",-7327.49216509238,4864766.66853056,"3"
"312",-7331.40049999952,4864768.4786,"3"
"313",-7336.70039999858,4864764.4788,"3"
"314",-7331.74799999967,4864767.318,"3"
"315",-7337.39479999989,4864763.227,"3"
"316",-7339.15388717502,4864749.38469046,"3"
"317",-7341.21499999985,4864756.3415,"3"
"318",-7344.21139999852,4864750.94,"3"
"319",-7340.52459999919,4864757.5859,"3"
"320",-7344.96840000153,4864749.576,"3"
"321",-7347.10830000043,4864748.0456,"3"
"322",-7337.23213905096,4864752.84884035,"3"
"323",-7344.96840000153,4864749.576,"3"
"324",-7410.32899999991,4864800.0056,"3"
"325",-7408.28842738271,4864803.46471681,"3"
"326",-7408.28842738271,4864803.46471681,"3"
"327",-7407.37959999964,4864799.6941,"3"
"328",-7411.25070000067,4864792.7679,"3"
"329",-7413.92139999941,4864785.0334,"3"
"330",-7413.95529999956,4864787.7943,"3"
"331",-7413.15480000153,4864789.2367,"3"
"332",-7405.10090000182,4864789.7755,"3"
"333",-7404.70549999923,4864787.4662,"3"
"334",-7403.73600000143,4864789.0184,"3"
"335",-7398.11080000177,4864785.8973,"3"
"336",-7406.06309999898,4864788.2193,"3"
"337",-7399.10970000178,4864784.3617,"3"
"338",-7415.16300353035,4864796.08448222,"3"
"339",-7398.55870603025,4864779.87839587,"3"
"340",-7396.89609999955,4864785.2235,"3"
"341",-7397.85979999974,4864783.6682,"3"
"342",-7395.10070769489,4864777.95992858,"3"
"343",-7390.64902696759,4864785.97992566,"3"
"344",-7391.35909999907,4864782.1517,"3"
"345",-7392.35700000077,4864780.6156,"3"
"346",-7385.37280000001,4864776.7407,"3"
"347",-7391.08449999988,4864779.9097,"3"
"348",-7390.09580000117,4864781.4506,"3"
"349",-7384.39339999855,4864778.287,"3"
"350",-7383.26559999958,4864777.6614,"3"
"351",-7374.29448290542,4864777.89718264,"3"
"352",-7377.65129999816,4864772.9413,"3"
"353",-7376.40100000054,4864773.8529,"3"
"354",-7384.21130000055,4864776.0964,"3"
"355",-7368.38610000163,4864769.4062,"3"
"356",-7370.61470000073,4864768.5529,"3"
"357",-7369.41440000013,4864767.8871,"3"
"358",-7369.63230000064,4864770.098,"3"
"359",-7363.2282320708,4864760.27746722,"3"
"360",-7363.99610000104,4864764.8808,"3"
"361",-7363.03830000013,4864766.4395,"3"
"362",-7362.52650000155,4864764.0657,"3"
"363",-7354.71990000084,4864761.8244,"3"
"364",-7355.67049999908,4864760.262,"3"
"365",-7356.0102000013,4864762.5402,"3"
"366",-7356.97810000181,4864760.9873,"3"
"367",-7361.54069999978,4864765.6086,"3"
"368",-7349.27959999815,4864758.806,"3"
"369",-7348.89820000157,4864756.556,"3"
"370",-7350.14699999988,4864757.2492,"3"
"371",-7352.93215686083,4864754.56512628,"3"
"372",-7348.01289999858,4864758.1033,"3"
"373",-7331.40049999952,4864768.4786,"3"
"374",-7327.49216509238,4864766.66853056,"3"
"375",-7331.74799999967,4864767.318,"3"
"376",-7337.39479999989,4864763.227,"3"
"377",-7336.70039999858,4864764.4788,"3"
"378",-7339.15388717502,4864749.38469046,"3"
"379",-7341.21499999985,4864756.3415,"3"
"380",-7340.52459999919,4864757.5859,"3"
"381",-7337.23213905096,4864752.84884035,"3"
"382",-7344.21139999852,4864750.94,"3"
"383",-7344.96840000153,4864749.576,"3"
"384",-7344.96840000153,4864749.576,"3"
"385",-7347.10830000043,4864748.0456,"3"
"386",-7407.37959999964,4864799.6941,"3"
"387",-7408.28842738271,4864803.46471681,"3"
"388",-7410.32899999991,4864800.0056,"3"
"389",-7408.28842738271,4864803.46471681,"3"
"390",-7411.25070000067,4864792.7679,"3"
"391",-7413.15480000153,4864789.2367,"3"
"392",-7405.10090000182,4864789.7755,"3"
"393",-7406.06309999898,4864788.2193,"3"
"394",-7413.95529999956,4864787.7943,"3"
"395",-7413.92139999941,4864785.0334,"3"
"396",-7396.89609999955,4864785.2235,"3"
"397",-7404.70549999923,4864787.4662,"3"
"398",-7399.10970000178,4864784.3617,"3"
"399",-7398.11080000177,4864785.8973,"3"
"400",-7403.73600000143,4864789.0184,"3"
"401",-7398.55870603025,4864779.87839587,"3"
"402",-7397.85979999974,4864783.6682,"3"
"403",-7391.35909999907,4864782.1517,"3"
"404",-7415.16300353035,4864796.08448222,"3"
"405",-7390.09580000117,4864781.4506,"3"
"406",-7390.64902696759,4864785.97992566,"3"
"407",-7391.08449999988,4864779.9097,"3"
"408",-7392.35700000077,4864780.6156,"3"
"409",-7395.10070769489,4864777.95992858,"3"
"410",-7385.37280000001,4864776.7407,"3"
"411",-7384.39339999855,4864778.287,"3"
"412",-7383.26559999958,4864777.6614,"3"
"413",-7384.21130000055,4864776.0964,"3"
"414",-7369.63230000064,4864770.098,"3"
"415",-7377.65129999816,4864772.9413,"3"
"416",-7370.61470000073,4864768.5529,"3"
"417",-7376.40100000054,4864773.8529,"3"
"418",-7374.29448290542,4864777.89718264,"3"
"419",-7369.41440000013,4864767.8871,"3"
"420",-7368.38610000163,4864769.4062,"3"
"421",-7363.99610000104,4864764.8808,"3"
"422",-7363.03830000013,4864766.4395,"3"
"423",-7361.54069999978,4864765.6086,"3"
"424",-7356.0102000013,4864762.5402,"3"
"425",-7362.52650000155,4864764.0657,"3"
"426",-7363.2282320708,4864760.27746722,"3"
"427",-7356.97810000181,4864760.9873,"3"
"428",-7355.67049999908,4864760.262,"3"
"429",-7352.93215686083,4864754.56512628,"3"
"430",-7354.71990000084,4864761.8244,"3"
"431",-7350.14699999988,4864757.2492,"3"
"432",-7348.01289999858,4864758.1033,"3"
"433",-7349.27959999815,4864758.806,"3"
"434",-7348.89820000157,4864756.556,"3"
"435",-7331.40049999952,4864768.4786,"3"
"436",-7336.70039999858,4864764.4788,"3"
"437",-7340.52459999919,4864757.5859,"3"
"438",-7331.74799999967,4864767.318,"3"
"439",-7337.39479999989,4864763.227,"3"
"440",-7327.49216509238,4864766.66853056,"3"
"441",-7339.15388717502,4864749.38469046,"3"
"442",-7344.21139999852,4864750.94,"3"
"443",-7337.23213905096,4864752.84884035,"3"
"444",-7341.21499999985,4864756.3415,"3"
"445",-7408.28842738271,4864803.46471681,"3"
"446",-7344.96840000153,4864749.576,"3"
"447",-7347.10830000043,4864748.0456,"3"
"448",-7344.96840000153,4864749.576,"3"
"449",-7407.37959999964,4864799.6941,"3"
"450",-7413.15480000153,4864789.2367,"3"
"451",-7410.32899999991,4864800.0056,"3"
"452",-7408.28842738271,4864803.46471681,"3"
"453",-7411.25070000067,4864792.7679,"3"
"454",-7406.06309999898,4864788.2193,"3"
"455",-7413.95529999956,4864787.7943,"3"
"456",-7413.92139999941,4864785.0334,"3"
"457",-7403.73600000143,4864789.0184,"3"
"458",-7405.10090000182,4864789.7755,"3"
"459",-7398.11080000177,4864785.8973,"3"
"460",-7399.10970000178,4864784.3617,"3"
"461",-7404.70549999923,4864787.4662,"3"
"462",-7396.89609999955,4864785.2235,"3"
"463",-7390.64902696759,4864785.97992566,"3"
"464",-7397.85979999974,4864783.6682,"3"
"465",-7415.16300353035,4864796.08448222,"3"
"466",-7398.55870603025,4864779.87839587,"3"
"467",-7391.35909999907,4864782.1517,"3"
"468",-7391.08449999988,4864779.9097,"3"
"469",-7390.09580000117,4864781.4506,"3"
"470",-7395.10070769489,4864777.95992858,"3"
"471",-7392.35700000077,4864780.6156,"3"
"472",-7384.39339999855,4864778.287,"3"
"473",-7385.37280000001,4864776.7407,"3"
"474",-7376.40100000054,4864773.8529,"3"
"475",-7384.21130000055,4864776.0964,"3"
"476",-7383.26559999958,4864777.6614,"3"
"477",-7377.65129999816,4864772.9413,"3"
"478",-7370.61470000073,4864768.5529,"3"
"479",-7374.29448290542,4864777.89718264,"3"
"480",-7369.63230000064,4864770.098,"3"
"481",-7362.52650000155,4864764.0657,"3"
"482",-7369.41440000013,4864767.8871,"3"
"483",-7368.38610000163,4864769.4062,"3"
"484",-7363.99610000104,4864764.8808,"3"
"485",-7363.03830000013,4864766.4395,"3"
"486",-7356.97810000181,4864760.9873,"3"
"487",-7356.0102000013,4864762.5402,"3"
"488",-7361.54069999978,4864765.6086,"3"
"489",-7363.2282320708,4864760.27746722,"3"
"490",-7355.67049999908,4864760.262,"3"
"491",-7354.71990000084,4864761.8244,"3"
"492",-7350.14699999988,4864757.2492,"3"
"493",-7349.27959999815,4864758.806,"3"
"494",-7352.93215686083,4864754.56512628,"3"
"495",-7348.01289999858,4864758.1033,"3"
"496",-7348.89820000157,4864756.556,"3"
"497",-7327.49216509238,4864766.66853056,"3"
"498",-7337.39479999989,4864763.227,"3"
"499",-7336.70039999858,4864764.4788,"3"
"500",-7331.40049999952,4864768.4786,"3"
"501",-7331.74799999967,4864767.318,"3"
"502",-7344.21139999852,4864750.94,"3"
"503",-7340.52459999919,4864757.5859,"3"
"504",-7339.15388717502,4864749.38469046,"3"
"505",-7341.21499999985,4864756.3415,"3"
"506",-7344.96840000153,4864749.576,"3"
"507",-7344.96840000153,4864749.576,"3"
"508",-7337.23213905096,4864752.84884035,"3"
"509",-7407.37959999964,4864799.6941,"3"
"510",-7347.10830000043,4864748.0456,"3"
"511",-7410.32899999991,4864800.0056,"3"
"512",-7408.28842738271,4864803.46471681,"3"
"513",-7408.28842738271,4864803.46471681,"3"
"514",-7411.25070000067,4864792.7679,"3"
"515",-7413.92139999941,4864785.0334,"3"
"516",-7406.06309999898,4864788.2193,"3"
"517",-7413.15480000153,4864789.2367,"3"
"518",-7413.95529999956,4864787.7943,"3"
"519",-7405.10090000182,4864789.7755,"3"
"520",-7403.73600000143,4864789.0184,"3"
"521",-7399.10970000178,4864784.3617,"3"
"522",-7398.11080000177,4864785.8973,"3"
"523",-7404.70549999923,4864787.4662,"3"
"524",-7398.55870603025,4864779.87839587,"3"
"525",-7415.16300353035,4864796.08448222,"3"
"526",-7397.85979999974,4864783.6682,"3"
"527",-7396.89609999955,4864785.2235,"3"
"528",-7391.35909999907,4864782.1517,"3"
"529",-7392.35700000077,4864780.6156,"3"
"530",-7390.09580000117,4864781.4506,"3"
"531",-7395.10070769489,4864777.95992858,"3"
"532",-7390.64902696759,4864785.97992566,"3"
"533",-7385.37280000001,4864776.7407,"3"
"534",-7383.26559999958,4864777.6614,"3"
"535",-7391.08449999988,4864779.9097,"3"
"536",-7384.21130000055,4864776.0964,"3"
"537",-7384.39339999855,4864778.287,"3"
"538",-7369.63230000064,4864770.098,"3"
"539",-7376.40100000054,4864773.8529,"3"
"540",-7377.65129999816,4864772.9413,"3"
"541",-7374.29448290542,4864777.89718264,"3"
"542",-7368.38610000163,4864769.4062,"3"
"543",-7370.61470000073,4864768.5529,"3"
"544",-7363.99610000104,4864764.8808,"3"
"545",-7369.41440000013,4864767.8871,"3"
"546",-7362.52650000155,4864764.0657,"3"
"547",-7356.97810000181,4864760.9873,"3"
"548",-7361.54069999978,4864765.6086,"3"
"549",-7363.2282320708,4864760.27746722,"3"
"550",-7363.03830000013,4864766.4395,"3"
"551",-7350.14699999988,4864757.2492,"3"
"552",-7356.0102000013,4864762.5402,"3"
"553",-7354.71990000084,4864761.8244,"3"
"554",-7355.67049999908,4864760.262,"3"
"555",-7352.93215686083,4864754.56512628,"3"
"556",-7348.01289999858,4864758.1033,"3"
"557",-7349.27959999815,4864758.806,"3"
"558",-7348.89820000157,4864756.556,"3"
"559",-7331.74799999967,4864767.318,"3"
"560",-7327.49216509238,4864766.66853056,"3"
"561",-7331.40049999952,4864768.4786,"3"
"562",-7337.39479999989,4864763.227,"3"
"563",-7341.21499999985,4864756.3415,"3"
"564",-7336.70039999858,4864764.4788,"3"
"565",-7340.52459999919,4864757.5859,"3"
"566",-7337.23213905096,4864752.84884035,"3"
"567",-7344.96840000153,4864749.576,"3"
"568",-7344.96840000153,4864749.576,"3"
"569",-7339.15388717502,4864749.38469046,"3"
"570",-7344.21139999852,4864750.94,"3"
"571",-7408.28842738271,4864803.46471681,"3"
"572",-7407.37959999964,4864799.6941,"3"
"573",-7410.32899999991,4864800.0056,"3"
"574",-7347.10830000043,4864748.0456,"3"
"575",-7413.15480000153,4864789.2367,"3"
"576",-7408.28842738271,4864803.46471681,"3"
"577",-7411.25070000067,4864792.7679,"3"
"578",-7413.95529999956,4864787.7943,"3"
"579",-7413.92139999941,4864785.0334,"3"
"580",-7405.10090000182,4864789.7755,"3"
"581",-7403.73600000143,4864789.0184,"3"
"582",-7404.70549999923,4864787.4662,"3"
"583",-7406.06309999898,4864788.2193,"3"
"584",-7399.10970000178,4864784.3617,"3"
"585",-7397.85979999974,4864783.6682,"3"
"586",-7398.11080000177,4864785.8973,"3"
"587",-7396.89609999955,4864785.2235,"3"
"588",-7390.64902696759,4864785.97992566,"3"
"589",-7392.35700000077,4864780.6156,"3"
"590",-7398.55870603025,4864779.87839587,"3"
"591",-7415.16300353035,4864796.08448222,"3"
"592",-7391.35909999907,4864782.1517,"3"
"593",-7390.09580000117,4864781.4506,"3"
"594",-7395.10070769489,4864777.95992858,"3"
"595",-7391.08449999988,4864779.9097,"3"
"596",-7384.39339999855,4864778.287,"3"
"597",-7384.21130000055,4864776.0964,"3"
"598",-7374.29448290542,4864777.89718264,"3"
"599",-7376.40100000054,4864773.8529,"3"
"600",-7383.26559999958,4864777.6614,"3"
"601",-7385.37280000001,4864776.7407,"3"
"602",-7377.65129999816,4864772.9413,"3"
"603",-7370.61470000073,4864768.5529,"3"
"604",-7369.63230000064,4864770.098,"3"
"605",-7369.41440000013,4864767.8871,"3"
